,lat,lon,name,neighbor
6818460812,34.027263,-118.2669953,,"['1837212926', '1837323605']"
6818460814,34.0272454,-118.2671595,,"['4012726937', '1837212926']"
6818460818,34.0268553,-118.2659259,,"['6808171386', '1837323605']"
6819170150,34.0159964,-118.2764519,,"['6820982918', '6820982896']"
6819170153,34.0153016,-118.2772445,,"['7883961993', '1732243580']"
6819170163,34.0138867,-118.2764757,,"['122619504', '123571748']"
6819170166,34.0143786,-118.2775771,,"['123571748', '123254978']"
6819170170,34.0141262,-118.2784479,,"['123254978', '122670276']"
6819179749,34.0191684,-118.2817534,,"['4015372463', '1732243544']"
6819179768,34.0222975,-118.2809068,,"['1286136443', '1286136422']"
6819217384,34.0120722,-118.2759053,,"['6816719840', '6790463796']"
6819220738,34.0160951,-118.2800026,,"['269635546', '4015405536']"
6819288797,34.0229439,-118.2758821,,"['6807934448', '6807934452']"
6819288800,34.02285,-118.2756829,,"['1732340086', '6807934448']"
6819288803,34.0237402,-118.27506,,"['1732340070', '122719201']"
6820935897,34.0181398,-118.2837759,,"['4015405541', '1781230449']"
6820935898,34.0183212,-118.2837727,,"['1781230450', '7023424980']"
6820935907,34.0177662,-118.2828525,,"['2753199985', '1837212100']"
6820935908,34.0175454,-118.282604,,"['216155217', '63765376']"
6820935911,34.0166113,-118.2827801,,"['932416162', '1837212101', '4547476733']"
6820935940,34.0157497,-118.2825622,,"['6820935942', '6820972449']"
6820935941,34.0159478,-118.2826023,,"['6820972445', '6820972448']"
6820935942,34.015755,-118.2816689,,"['269635843', '6820935940']"
6820972445,34.0160548,-118.2825121,,"['6788057222', '6820935941', '6820972446']"
6820972446,34.016076,-118.2826357,,"['6820972445', '6820972447']"
6820972447,34.0160813,-118.2826527,,"['6820972446', '4060015482']"
6820972448,34.0159042,-118.2826406,,"['6820935941', '1732243549']"
6820972449,34.0157493,-118.2826444,,"['6820935940', '1732243549']"
6820972450,34.0159144,-118.2827832,,"['1732243549', '4020099365']"
6820972451,34.015614,-118.282776,,"['1732243549', '122436252']"
6820972452,34.0171146,-118.28164,,"['2052181227', '6788057222', '63765376']"
6820972453,34.0177298,-118.2811617,,"['269633045', '2052181227']"
6820972454,34.0178745,-118.2812048,,"['4015405538', '269633045']"
6820972456,34.0179219,-118.2810172,,"['6820972464', '269633045']"
6820972462,34.0184141,-118.2807842,,"['269633270', '4399914028']"
6820972464,34.0183509,-118.2806813,,"['269633270', '6820972456']"
6820972473,34.0171031,-118.2794735,,"['5541778221', '269633046']"
6820972474,34.0169801,-118.279443,,"['269635507', '269633046']"
6820972476,34.0170016,-118.2792637,,"['269633046', '6790392169']"
6820972480,34.0167785,-118.2781895,,"['6820982899', '269633021']"
6820972482,34.0169072,-118.2782253,,"['269633021', '4872886234']"
6820972484,34.0168624,-118.2783907,,"['269633021', '269633019']"
6820982886,34.0167523,-118.2783225,,"['1855120255', '269633021']"
6820982894,34.0161899,-118.2771221,,"['21302782', '4015477536']"
6820982896,34.0162216,-118.2769501,,"['6819170150', '21302782']"
6820982898,34.0163425,-118.2770232,,"['4012792178', '21302782']"
6820982899,34.016326,-118.2771819,,"['21302782', '6820972480']"
6820982912,34.0156923,-118.275979,,"['21302793', '4015477531']"
6820982914,34.0157253,-118.2758523,,"['1773954289', '21302793']"
6820982916,34.0158324,-118.2758908,,"['4015477535', '21302793']"
6820982918,34.0158141,-118.2760487,,"['21302793', '6819170150']"
6820982920,34.0175678,-118.28082,,"['269633572', '4015405537']"
6821996771,34.0154961,-118.2937571,,"['122670238', '6817082690']"
6879730010,34.0275051,-118.2829909,The Mirage,['6045039851']
6905329551,34.0170702,-118.2714753,,"['123009680', '123009682']"
6939732877,34.0198683,-118.278155,FlixBus USC,"['123292047', '123292045']"
6985840113,34.0274088,-118.2805262,,['6985856167']
6985856167,34.0272144,-118.2800796,,"['6985840113', '4259066834']"
6985856168,34.0275745,-118.2802325,,['4259066834']
6985903602,34.0279688,-118.2809103,,"['6813379507', '6813416161']"
6987230634,34.0283975,-118.2874953,,"['6813405267', '6987230635']"
6987230635,34.0283934,-118.2881729,new pavement,"['6987230634', '123178876']"
6987230639,34.0302886,-118.2873589,,"['6808195840', '122659211']"
7007483791,34.0258404,-118.2959207,,"['7499423990', '6818427949']"
7021856886,34.0319271,-118.2767867,603,['122740185']
7023424980,34.0183246,-118.2863834,,"['6820935898', '1732243673', '4399693644', '4399693645']"
7023424981,34.0181408,-118.2866292,,"['213431822', '441891112']"
7023424984,34.0181409,-118.2902381,,"['6813379571', '123112725']"
7023430187,34.0183321,-118.2902392,,"['7217510383', '4015405547']"
7023430190,34.0183259,-118.2888905,,"['1732243673', '1732243668']"
7023430193,34.0181429,-118.2889535,,"['213431695', '213431822']"
7040336493,34.0261626,-118.2761688,,"['5680945536', '6807536682']"
7040336497,34.026361,-118.27561,,"['4011837230', '63785502']"
7053658309,34.0304389,-118.2736442,,"['6787830204', '214306755']"
7071032399,34.026225,-118.283977,,"['4015372485', '4015372486']"
7071032408,34.0249896,-118.2801875,,"['122719207', '6813379502']"
7071964894,34.0114985,-118.2677435,,"['7768704795', '7071968736']"
7071965737,34.025657,-118.2704488,,"['4012842273', '123254962']"
7071968735,34.0140903,-118.2660822,,"['67666219', '1790748057']"
7071968736,34.0116452,-118.2676516,,"['6807505429', '7071964894']"
7087294961,34.0319377,-118.2727136,,['7130092332']
7130092328,34.031262,-118.2731171,,"['6787830207', '5680945553']"
7130092332,34.0319091,-118.2726503,,"['5680945540', '7087294961']"
7137906862,34.031665,-118.2641432,,"['1738419610', '4012792184']"
7158047272,34.0303996,-118.2913965,Warning Skate Shop,['6818427897']
7159714208,34.028429,-118.2668581,61,['123120147']
7183024958,34.0111185,-118.2751146,,"['4019292083', '6790463794']"
7197964035,34.025107,-118.2738369,,"['7197964036', '122814384']"
7197964036,34.0253343,-118.2743428,,"['2576235248', '7197964035']"
7200139036,34.0278496,-118.2813225,,"['122814440', '7882624618']"
7204030702,34.0247299,-118.2838585,,"['4015372484', '6813379481']"
7204975815,34.0290611,-118.2916977,Anna39s Store,['6807466006']
7211629026,34.0184291,-118.2756863,,"['7424313391', '123254974']"
7211629027,34.0184502,-118.2772454,,"['4872886234', '6815182444']"
7217510383,34.0183316,-118.2901613,,"['1732243601', '7023430187']"
7223875618,34.0183454,-118.2920921,,"['6813379564', '6807245745']"
7232024779,34.0288983,-118.2915551,,"['6813416142', '6807466006', '6510335101']"
7238292629,34.0120742,-118.2745425,,"['1716288068', '6816719840']"
7249047931,34.016972,-118.2789918,,"['269633017', '269633016']"
7249047942,34.017951,-118.2788266,,"['1932939400', '123292049']"
7260953917,34.0110619,-118.2645933,,['4019323627']
7281805569,34.0114274,-118.2663479,,"['1773954303', '1773954366']"
7281805576,34.0111442,-118.2685729,,"['4019300150', '123286557']"
7287180700,34.0245409,-118.2752706,,"['6788102190', '6788102194']"
7287180717,34.0246279,-118.2752166,,"['6788102194', '6788102193']"
7287180718,34.0252984,-118.2747977,,"['7287180721', '2576235246']"
7287180721,34.0249429,-118.27502,,"['6788102193', '7287180718']"
7298150111,34.0269539,-118.2793005,,"['6787803640', '7477947679']"
7360410739,34.027449,-118.2839493,University Park,['122719216']
7360424709,34.0253079,-118.2753596,,"['269636455', '269636456', '368173251']"
7360424710,34.0162304,-118.2673085,Historic SouthCentral,['67666164']
7385039432,34.0255094,-118.2943556,,"['6813405224', '6816193787']"
7385039436,34.0257538,-118.293741,,"['4583266234', '6813405222']"
7396914904,34.0113326,-118.280289,,"['1837206582', '216153383', '6503044368']"
7424268452,34.0240666,-118.2669119,,"['7861033543', '7561883963']"
7424270434,34.0163131,-118.2674296,,"['67666164', '4012842267']"
7424270437,34.0164278,-118.2676876,,"['4012842267', '7424270438']"
7424270438,34.0165183,-118.267891,,"['7424270437', '7424270447']"
7424270441,34.0167684,-118.2684535,,"['7424270444', '6805221414']"
7424270444,34.0166872,-118.2682709,,"['7424270447', '7424270441']"
7424270447,34.0166338,-118.2681507,,"['7424270438', '7424270444']"
7424270450,34.0179529,-118.2686118,,"['123015383', '123715918']"
7424270470,34.018667,-118.2680453,,"['122993641', '122993646']"
7424313391,34.0189694,-118.2753417,,"['4012792179', '7211629026']"
7424313393,34.0198166,-118.275239,,"['4012759744', '63785567']"
7424313398,34.020519,-118.2747567,,"['21302781', '123268493']"
7424313399,34.0186846,-118.274075,,"['63785577', '7646230664']"
7424313405,34.0184944,-118.2727445,,"['6477612667', '63785589']"
7424313408,34.0189084,-118.2732192,,"['2613066347', '4012759741']"
7424581948,34.0161856,-118.2901252,,"['7424581959', '122670296']"
7424581959,34.0164085,-118.2901253,,"['7424581964', '7424581948']"
7424581964,34.0167882,-118.2901254,,"['1630933288', '7424581959']"
7434941012,34.0250877,-118.2869299,,"['4015423966', '6818390143']"
7461410864,34.0141397,-118.2921313,,"['4060002457', '123053761']"
7477582821,34.0173118,-118.294336,,"['6437589506', '123571766']"
7477898578,34.030889,-118.2821635,,"['6816180147', '544693761']"
7477947679,34.0272291,-118.2799254,,"['7298150111', '6813416163']"
7499423990,34.0259012,-118.2959219,,"['2613117877', '7007483791']"
7499423991,34.0259223,-118.2970006,,"['6807599921', '2613117914']"
7537074279,34.0255133,-118.2962746,,"['6807295178', '6818427951']"
7537074281,34.0250683,-118.2959002,,"['6818427945', '1473199420']"
7544324483,34.0308112,-118.2942511,,"['123660645', '6818427911']"
7544351393,34.0294118,-118.291551,,"['6807466006', '6813416140']"
7561883963,34.0235743,-118.2658065,,"['7424268452', '6807553008']"
7561883968,34.0231845,-118.2655916,,"['123015373', '7668796165']"
7591500900,34.0273631,-118.2851876,,"['7591500901', '7591500905']"
7591500901,34.0273443,-118.2852895,,"['7591500902', '7591500900']"
7591500902,34.0273106,-118.2854059,,"['7591500903', '7591500901']"
7591500903,34.0272561,-118.2855072,,"['7591500907', '7591500902']"
7591500904,34.0270996,-118.2856519,,"['7591500906', '7591500907']"
7591500905,34.027394,-118.2851306,,"['7591500900', '122719255']"
7591500906,34.0269886,-118.2857152,,"['1849116066', '7591500904', '5237417655']"
7591500907,34.0271848,-118.2855922,,"['7591500904', '7591500903']"
7601578291,34.0271068,-118.2815047,,"['2613117899', '6813379508']"
7642688094,34.0255234,-118.2769119,,"['7642688101', '3403035586']"
7642688101,34.0256202,-118.2771278,,"['6813513576', '7642688094']"
7646230664,34.0185852,-118.274137,,"['7424313399', '6808187445']"
7668796165,34.0230701,-118.2656637,,"['7561883968', '122996001']"
7668796171,34.0233449,-118.2652978,,"['123015373', '6807320724']"
7695616466,34.0271453,-118.2887604,Troy View Swimming Pool,['6807374562']
7695616467,34.02573,-118.284925,Workshop Salon 38 Boutique,"['5237388100', '5237417649', '5567734316']"
7709473211,34.0296905,-118.2888357,,"['6433913234', '6389467804']"
7721082283,34.0156283,-118.2658922,,"['4015486538', '6805221417']"
7735888669,34.0248544,-118.2775628,,"['4835551230', '6813565292']"
7735888673,34.0247932,-118.2781728,,"['4012848858', '4835551106']"
7768704795,34.0114801,-118.2677552,,"['123286557', '7071964894']"
7771782313,34.0281072,-118.2924956,,['6807374560']
7771782314,34.0277622,-118.2931509,,"['6807374560', '122719282', '7771782315']"
7771782315,34.0280886,-118.2931538,,['7771782314']
7771782316,34.0286041,-118.2929851,,['7771782317']
7771782317,34.0283453,-118.2929887,,['7771782316']
7771782318,34.02894,-118.2926745,,['7771782319']
7771782319,34.028673,-118.2926696,,"['2613117876', '123178891', '7771782318']"
7771782320,34.0291052,-118.2936537,,['7771782321']
7771782321,34.0289795,-118.2936549,,['7771782320']
7771782322,34.0291034,-118.2943689,,['7771782323']
7771782323,34.0292865,-118.2943713,,['7771782322']
7811301934,34.0271718,-118.2943007,,"['122719268', '122719270']"
7811419319,34.0311497,-118.2888203,,"['5559642834', '5559640908']"
7811699597,34.0260799,-118.288235,,"['6817230310', '5565967545']"
7812076957,34.0155048,-118.2971594,,"['6817387810', '7863556866']"
7859943170,34.0277796,-118.2653398,,"['2495079932', '6808171386']"
7860380185,34.0215637,-118.2792364,,"['4015423959', '4015423960']"
7861033541,34.0236536,-118.2694654,,"['4060105090', '4012726929']"
7861033543,34.0244254,-118.2677175,,"['6805603628', '7424268452']"
7861033558,34.0245634,-118.2688699,,"['4060105092', '67666150']"
7861033560,34.0261677,-118.2688673,,"['123120153', '123183628']"
7861033565,34.0266604,-118.2688985,,"['122817160', '123183628']"
7861033568,34.0258481,-118.2694229,,"['123183628', '4011837229']"
7861033571,34.0251268,-118.2692852,,"['4012842271', '4060127202']"
7861033574,34.02525,-118.2670102,,"['6805824919', '6817275189']"
7863556859,34.0141357,-118.2971688,,"['6815190439', '7863556865']"
7863556865,34.0141364,-118.2978873,,"['7863556859', '6808188547']"
7863556866,34.0155053,-118.2976821,,"['7812076957', '6807222049']"
7863656075,34.027441,-118.2774544,,"['2613117900', '7863689388']"
7863689388,34.0274644,-118.2775072,,"['7863656075', '6807580191']"
7863689395,34.0273296,-118.2772027,,"['122659187', '4835551084']"
7864025396,34.031244,-118.2801981,,"['122571162', '6816193803']"
7864610974,34.0290812,-118.2681812,,"['123161958', '7864621785']"
7864610980,34.0283397,-118.2686473,,"['7864610981', '6816288741']"
7864610981,34.0282635,-118.268483,,"['122740031', '7864610980']"
7864621785,34.0290006,-118.2679977,,"['7864610974', '123161956']"
7867064335,34.0304426,-118.288828,,"['5559642836', '6433913234']"
7867091026,34.0140148,-118.2822253,,"['1837206580', '269635685']"
7867091027,34.0145008,-118.2827981,,"['6814990127', '7867091030']"
7867091030,34.0142912,-118.2827939,,"['7867091027', '6226313827']"
7867127941,34.0229641,-118.2745102,,"['4012864451', '214470806']"
7867482499,34.0199858,-118.2746874,,"['4012792180', '21302781']"
7867482505,34.0193657,-118.2742391,,"['63785577', '4012759742']"
7867482507,34.0194382,-118.2743996,,"['4012759742', '4012759743']"
7867482516,34.0195786,-118.2726757,,"['123120172', '2613066327']"
7871554564,34.0120912,-118.2942528,,"['6805699893', '2613073716']"
7871971114,34.0165319,-118.2930793,,"['123571771', '6801414856']"
7871971117,34.0168154,-118.2924373,,"['4015372457', '123571771']"
7874191229,34.0126895,-118.2692741,,"['123380346', '122634411', '358793609']"
7874191230,34.0122456,-118.2672663,,"['6807505429', '6807505436']"
7874420539,34.0147531,-118.2728225,,"['122901102', '122634398']"
7874420544,34.0149021,-118.2725035,,"['122901102', '123545509']"
7882624618,34.0281316,-118.2819591,,"['7200139036', '6813416166']"
7883455074,34.0229886,-118.2645301,,['6807320724']
7883578758,34.0213591,-118.2746524,,"['6807934445', '123281101']"
7883578761,34.0221213,-118.2738685,,"['123254964', '6817197868']"
7883961993,34.0152519,-118.2771369,,"['1732243590', '6819170153']"
7930461030,34.0228321,-118.2789108,,"['4835551244', '4400281388']"
7930461034,34.0224156,-118.2796731,,"['5690152757', '4015372481']"
7986599522,34.0299296,-118.270079,,"['6816288746', '4012541087']"
